id,site,date,hoff,hdef,htemp,aoff,adef,atemp,line,ou,hp,ap,prob,hs,as
401591568,False,20231120,97.80000000000001,102.25,72.35,101.55,99.35,70.55,1.5,140.5,73.6,73.7,0.4823,86,88
401590882,False,20231120,95.15,105.75,65.25,94.9,106.9,66.15,-3.5,126.5,66.3,62.7,0.619,75,78
401582020,False,20231120,96.4,102.35,64.4,105.85,99.45,70.9,5.5,131.5,65.7,70.1,0.3157,61,69
401581529,False,20231120,94.15,110.1,68.75,94.35,111.85,71.5,-3.5,140.5,75.8,71.9,0.6146,67,56
401574619,False,20231120,94.65,110.6,70.65,97.0,111.94999999999999,68.30000000000001,-3.5,142.5,74.5,72.4,0.5628,79,73
401581575,True,20231120,97.8,106.95,71.9,103.2,100.9,70.6,9.5,148.5,70.1,77.6,0.2498,102,68
401581538,True,20231120,105.7,99.9,68.5,105.6,98.65,70.75,-1.0,143.0,70.9,71.6,0.4696,62,65
401574411,False,20231120,92.85,108.7,74.35,95.55,109.95,71.9,-3.5,157.5,79.3,76.7,0.5675,70,68
401593791,True,20231120,104.85,100.9,68.2,113.8,94.7,71.15,10.5,144.5,67.4,77.3,0.183,59,64
401606712,False,20231120,99.0,102.65,70.30000000000001,96.30000000000001,111.5,73.75,-15.5,150.5,82.5,71.2,0.8219,90,70
401598898,False,20231120,94.94999999999999,108.9,69.35,112.0,94.75,70.95,21.5,140.5,65.3,81.5,0.0755,54,67
401592094,False,20231120,93.75,114.80000000000001,74.15,100.9,109.9,71.9,6.5,164.5,78.3,82.8,0.3167,87,89
401589297,False,20231120,96.2,103.94999999999999,68.2,92.55,110.5,71.5,-9.5,139.5,76.7,66.8,0.7945,97,86
401582127,True,20231120,102.65,97.15,67.75,103.5,100.80000000000001,69.0,,,68.7,66.9,0.5583,87,69
401579033,False,20231120,104.19999999999999,96.4,68.0,101.0,107.85,72.5,-12.5,145.5,80.6,67.0,0.8705,96,68
401614679,True,20231120,104.95,95.6,70.45,102.6,99.1,65.0,,,68.2,64.4,0.6468,71,74
401575489,True,20231120,106.75,98.4,68.0,104.15,97.85,72.15,2.5,145.5,72.1,70.7,0.5451,58,70
401581172,False,20231120,97.69999999999999,103.25,68.80000000000001,96.85,112.5,67.25,-11.5,133.5,74.8,65.3,0.7932,53,54
401598589,False,20231120,100.85,105.65,70.7,93.5,107.4,66.05,-6.5,137.5,74.8,65.7,0.799,67,59
401579112,False,20231120,103.95,100.9,72.1,90.35,113.1,68.9,-27.5,145.5,84.3,64.0,0.9524,81,39
401599983,True,20231120,107.35,100.5,75.1,104.4,96.4,66.6,1.5,146.5,72.7,73.5,0.5005,77,80
401575405,False,20231120,99.5,103.0,73.8,101.4,108.44999999999999,70.7,-5.5,152.5,80.7,74.5,0.6999,71,73
401575876,True,20231120,115.69999999999999,93.5,70.35,108.30000000000001,92.05,66.75,-5.5,138.5,71.3,67.3,0.6556,71,69
401603137,True,20231121,101.3,98.0,71.35,105.75,104.65,67.8,-2.0,141.0,71.8,70.5,0.5443,72,75
401581581,True,20231121,103.05000000000001,105.05000000000001,68.25,105.2,100.2,74.65,4.0,152.0,73.0,77.5,0.3282,76,80
401581544,True,20231121,109.30000000000001,106.05,69.2,100.44999999999999,105.25,72.1,-6.0,152.5,78.3,73.0,0.6933,60,61
401574595,False,20231121,100.6,106.95,73.15,99.85,104.5,70.1,-3.5,146.5,78.0,75.2,0.5951,89,75
401603140,True,20231121,106.9,108.35,65.65,96.94999999999999,108.25,69.55000000000001,-4.5,143.0,73.6,67.1,0.7288,71,61
401598018,False,20231121,105.35,102.75,72.55,94.65,105.19999999999999,71.85,-10.5,152.5,83.4,70.6,0.8672,64,76
401581826,True,20231121,106.9,100.6,67.80000000000001,102.80000000000001,101.19999999999999,68.95,-3.5,140.5,71.1,68.0,0.6146,86,56
401587136,True,20231121,103.6,102.55,66.95,94.35,109.9,72.0,-12.5,140.5,76.7,65.8,0.8305,82,72
401579006,True,20231121,98.9,102.25,67.6,107.65,109.0,67.9,3.5,138.5,69.3,70.7,0.4281,48,59
401581582,True,20231121,103.1,104.1,70.65,97.80000000000001,109.45,71.75,-9.0,153.0,78.6,71.6,0.7367,68,60
401581543,True,20231121,103.4,104.94999999999999,68.35,102.19999999999999,101.30000000000001,73.44999999999999,1.5,149.0,73.2,74.7,0.4373,71,78
401581596,True,20231121,116.6,94.25,72.05000000000001,106.7,101.9,73.15,-12.5,160.5,84.3,72.8,0.8427,76,57
401594130,True,20231121,101.9,106.25,67.25,98.2,109.1,69.94999999999999,-5.5,142.5,73.1,68.8,0.6506,93,76
401594013,True,20231121,98.0,106.8,72.25,95.05,109.75,67.25,-5.5,140.5,73.4,69.6,0.65,77,78
401603138,True,20231121,108.9,100.05000000000001,72.3,113.30000000000001,94.85,69.9,4.5,152.0,72.3,78.6,0.291,71,77
401600072,False,20231121,104.3,99.85,69.5,102.25,110.1,70.2,-13.5,149.5,80.5,68.8,0.8414,67,53
401590883,True,20231121,97.80000000000001,108.2,67.45,95.85,107.1,66.65,-1.5,133.5,67.1,66.5,0.527,67,61
401581576,True,20231121,105.44999999999999,110.1,70.80000000000001,101.4,103.05,68.19999999999999,1.5,146.5,72.5,74.4,0.4491,74,72
401581542,True,20231121,107.6,100.5,70.1,105.05,99.7,68.19999999999999,-3.0,145.0,71.7,70.6,0.551,59,79
401581838,True,20231121,102.30000000000001,100.15,66.8,109.45,101.5,74.05,5.5,146.5,71.6,75.4,0.3382,76,82
401583612,False,20231121,106.65,105.94999999999999,69.25,100.85,105.55,75.75,-7.5,159.5,84.0,76.2,0.7431,85,84
401603139,True,20231121,109.5,102.55,67.2,104.9,100.55,66.9,-0.5,135.0,69.6,67.8,0.5729,82,65
401593830,True,20231121,106.3,108.4,70.65,108.45,103.1,71.19999999999999,5.5,159.5,74.9,79.7,0.3298,88,103
401576151,False,20231121,115.65,93.0,69.15,104.35,106.85,67.9,-26.5,144.5,83.6,63.0,0.9567,95,66
401597832,False,20231121,103.05,101.65,67.7,93.6,106.1,68.4,-14.5,132.5,75.4,62.8,0.8635,69,45
401593993,False,20231121,95.4,106.6,65.8,95.94999999999999,105.65,66.75,-3.5,126.5,66.6,64.7,0.5564,55,69
401589493,False,20231121,99.05,106.2,72.1,91.05,111.95,73.05,-12.5,153.5,84.0,71.4,0.8543,77,67
401588593,False,20231121,98.45,107.9,69.85,100.6,106.9,68.8,-2.5,142.5,73.8,72.5,0.5341,75,58
401584401,False,20231121,99.5,109.9,72.35,92.1,106.9,66.3,-4.5,137.5,75.1,69.1,0.7179,62,59
401583746,False,20231121,96.35,106.25,70.95,98.5,104.35,72.55,1.5,145.5,76.0,74.7,0.5188,88,79
401581351,False,20231121,99.75,111.3,69.05000000000001,97.85,109.3,68.69999999999999,-2.5,144.5,75.0,72.1,0.5996,72,76
401577621,False,20231121,106.05000000000001,93.95,65.95,99.5,109.05,74.8,-20.5,140.5,83.1,64.8,0.9284,92,68
401574607,False,20231121,98.05,105.5,71.0,97.1,103.5,67.35,-3.5,133.5,72.1,69.3,0.6007,74,71
401587151,False,20231121,103.0,98.15,67.7,105.6,97.85,72.85,-1.5,141.5,74.0,71.3,0.5737,57,58
401581578,True,20231121,109.80000000000001,106.80000000000001,72.0,105.45,100.9,70.45,2.0,158.5,76.6,77.5,0.4809,76,85
401581541,True,20231121,107.95,98.45,70.9,105.44999999999999,98.05,70.25,-1.0,141.0,73.6,72.2,0.5558,79,49
401581594,True,20231121,118.55000000000001,89.9,68.8,111.1,87.69999999999999,68.19999999999999,-3.5,134.5,70.4,66.9,0.6337,71,67
401594437,False,20231121,90.95,106.3,71.15,93.94999999999999,108.15,69.6,-2.5,139.5,72.7,70.3,0.565,73,66
401583796,False,20231121,113.5,93.45,71.5,93.4,109.30000000000001,71.80000000000001,-30.5,151.5,90.6,62.7,0.9843,84,54
401581870,False,20231121,104.6,106.15,71.0,95.69999999999999,101.94999999999999,70.15,-9.5,144.5,77.9,70.8,0.7424,65,63
401578013,False,20231121,111.19999999999999,92.5,71.95,100.4,109.6,69.65,-27.5,149.5,87.0,64.5,0.9652,93,74
401603141,True,20231121,104.15,108.55000000000001,71.4,94.55,110.35,67.35,-8.5,150.0,76.5,69.0,0.7675,61,59
401598567,True,20231121,101.80000000000001,105.85,70.4,104.55000000000001,99.65,68.0,4.5,140.5,68.1,74.0,0.3038,76,81
401603092,True,20231121,104.6,95.55000000000001,72.0,103.25,103.15,72.3,-7.5,148.5,77.7,71.9,0.6949,60,76
401600442,False,20231121,105.85,99.8,69.30000000000001,98.0,115.25,72.9,-16.5,149.5,87.0,68.1,0.9364,86,67
401594191,True,20231121,96.7,103.35,68.05,96.0,110.15,65.75,-6.5,129.5,68.3,63.5,0.6717,74,68
401581595,True,20231121,116.25,94.30000000000001,69.95,116.4,90.30000000000001,73.8,,,75.4,78.0,0.4027,73,59
401583853,True,20231121,109.0,107.45,69.05,111.5,99.6,72.5,3.5,161.5,74.0,80.7,0.2695,84,92
401584363,False,20231122,104.1,99.69999999999999,68.94999999999999,98.75,105.4,70.65,-15.5,139.5,78.3,67.2,0.8321,70,61
401581580,True,20231122,97.44999999999999,109.45,70.05,102.69999999999999,104.4,69.1,9.0,150.5,68.9,75.6,0.2692,89,64
401580922,True,20231122,113.65,93.85,71.19999999999999,106.4,103.15,68.69999999999999,-12.5,148.5,78.8,68.1,0.8319,91,69
401581827,True,20231122,106.2,106.55,69.25,104.5,99.9,68.75,2.5,145.5,70.4,73.5,0.3948,57,67
401601494,True,20231122,95.05,109.69999999999999,66.55,94.9,110.3,72.45,-1.5,142.0,71.5,70.9,0.5051,83,84
401600083,False,20231122,103.8,111.6,72.6,103.44999999999999,105.6,68.6,1.5,158.5,77.8,77.8,0.501,90,93
401598009,True,20231122,97.35,101.75,66.45,101.35,109.45,69.15,-4.5,143.5,69.4,67.1,0.5668,74,67
401581584,True,20231122,112.65,99.8,70.3,106.55,100.8,68.85,-5.5,147.5,75.8,71.2,0.6738,74,86
401581583,True,20231122,103.0,103.9,68.7,104.65,99.85,75.25,4.5,150.0,73.9,77.5,0.3561,82,92
401594073,False,20231122,97.8,106.6,69.05,98.55,109.65,67.30000000000001,-6.5,138.5,73.1,68.6,0.65,75,79
401581740,False,20231122,105.15,101.35,66.65,99.95,99.6,68.2,-3.5,138.5,71.4,65.3,0.7129,70,76
401581084,False,20231122,104.65,105.15,71.35,97.35,110.15,68.3,-14.5,149.5,80.7,69.2,0.8458,89,60
401581599,True,20231122,114.4,90.35,73.05,110.5,87.15,69.0,-1.0,141.0,72.1,71.6,0.5344,69,60
401606611,True,20231122,94.44999999999999,104.75,68.75,102.05,100.15,70.3,11.5,136.5,65.2,73.2,0.2279,68,86
401580923,True,20231122,113.75,95.1,65.6,105.55,91.0,68.25,-2.5,130.5,67.0,64.2,0.6084,85,69
401604308,True,20231122,100.75,109.8,67.05000000000001,100.30000000000001,106.5,66.6,1.5,131.5,67.4,69.3,0.4373,71,74
401601495,True,20231122,97.94999999999999,107.1,71.5,103.8,103.0,66.65,5.5,141.0,67.6,74.2,0.281,79,68
401587113,False,20231122,100.9,108.15,72.5,99.65,102.55,72.35,-1.5,153.5,78.6,77.3,0.535,105,103
401593852,False,20231122,102.95,102.0,69.65,105.44999999999999,99.19999999999999,66.35,3.5,137.5,70.0,69.6,0.5198,76,77
401581727,True,20231122,91.30000000000001,113.35,70.85,92.65,103.15,67.15,5.5,135.5,64.4,71.9,0.2605,96,73
401577594,True,20231122,105.0,98.80000000000001,69.4,118.15,93.75,68.25,18.5,145.5,65.2,77.2,0.1441,88,65
401581856,False,20231122,101.65,102.55000000000001,67.44999999999999,108.95,99.6,65.95,3.5,134.5,66.6,69.7,0.3866,56,76
401579007,False,20231122,103.69999999999999,98.69999999999999,68.25,107.35,107.35,66.1,-6.5,144.5,73.3,66.6,0.7246,71,62
401594343,False,20231122,101.95,109.5,67.55,97.9,102.75,69.45,-4.5,137.5,72.5,70.8,0.559,68,65
401581598,True,20231122,116.4,92.6,69.1,118.05,89.3,69.85,3.5,142.5,70.8,74.0,0.3878,75,78
401604307,True,20231122,100.19999999999999,103.5,69.5,99.4,107.44999999999999,66.55,-4.5,135.5,70.3,67.3,0.6154,40,59
401596808,False,20231122,94.55,107.95,65.19999999999999,98.19999999999999,107.7,67.05000000000001,-2.5,128.5,66.5,66.4,0.4856,65,58
401581579,True,20231122,110.0,107.6,71.35,101.30000000000001,103.55,67.4,-2.5,150.5,75.4,72.3,0.6368,49,74
401580924,True,20231122,113.4,97.8,70.0,111.15,94.3,73.5,1.5,156.5,76.1,76.8,0.4716,67,71
401575393,False,20231122,101.65,102.05000000000001,62.95,93.0,112.05000000000001,72.85,-13.5,137.5,77.6,62.3,0.8942,64,54
401603134,True,20231122,107.69999999999999,93.25,61.349999999999994,105.85,98.65,66.65,-9.5,119.0,63.0,58.3,0.6538,56,54
401601496,True,20231122,101.9,105.69999999999999,70.3,102.6,100.55,66.80000000000001,4.0,138.0,67.8,71.6,0.3744,54,81
401594231,False,20231122,102.94999999999999,105.05,65.65,97.4,106.85,71.9,-5.5,142.5,76.3,68.0,0.7593,88,73
401581799,True,20231122,101.5,102.1,65.80000000000001,116.35,95.0,70.35,16.5,143.5,62.6,77.0,0.0993,72,88
401603537,False,20231122,108.6,95.94999999999999,70.9,106.25,101.35,69.35,-9.5,149.5,78.8,69.3,0.8037,89,54
401594540,False,20231122,109.4,99.25,68.0,95.65,111.55000000000001,74.75,-23.5,155.5,88.1,67.1,0.9537,82,59
401594424,True,20231122,102.8,103.6,70.9,109.55000000000001,103.30000000000001,72.4,4.5,157.5,74.6,79.3,0.3245,90,82
401594172,False,20231122,103.8,103.55000000000001,69.05,96.35,104.95,70.6,-7.5,141.5,77.9,68.3,0.8002,72,70
401583716,False,20231122,99.80000000000001,105.5,70.15,100.75,111.1,73.05,-5.5,155.5,81.1,74.5,0.7027,97,84
401582013,False,20231122,101.1,103.9,66.9,89.6,105.95,71.65,-11.5,134.5,76.7,64.3,0.8551,75,55
401577564,False,20231122,101.95,99.7,69.7,100.55000000000001,107.15,66.44999999999999,-7.5,136.5,74.5,65.3,0.7949,59,70
401575418,False,20231122,106.0,100.35,66.4,93.3,108.7,68.25,-14.5,134.5,77.4,60.3,0.9257,67,61
401580925,True,20231122,111.8,95.1,72.3,112.75,100.6,71.1,-6.5,155.5,78.6,75.7,0.5998,77,74
401581577,True,20231122,106.1,100.95,70.25,106.25,110.1,70.0,-5.5,154.0,78.2,72.4,0.6946,92,97
401579100,False,20231122,103.4,103.30000000000001,71.05000000000001,94.6,109.30000000000001,70.05000000000001,-15.5,149.5,81.4,68.1,0.8745,99,67
401602360,False,20231122,102.55,103.4,69.55,100.5,109.35,71.05000000000001,-9.5,147.5,79.8,70.9,0.7749,82,69
401597430,False,20231122,97.75,112.35,71.3,98.15,103.45,67.5,2.5,141.5,71.5,74.2,0.4001,67,66
401590229,False,20231122,102.25,102.1,68.5,107.1,106.5,68.8,1.5,144.5,74.4,71.1,0.6051,54,65
401583737,False,20231122,98.95,96.85,70.75,92.65,113.55000000000001,68.95,-15.5,139.5,80.5,62.1,0.9337,92,55
401574835,False,20231122,110.55,95.1,69.7,110.65,99.95,69.80000000000001,-7.5,147.5,78.2,70.4,0.7565,89,79
401574412,False,20231122,110.25,96.05,72.44999999999999,95.35,109.65,70.5,-25.5,152.5,87.9,65.1,0.967,100,56
401601497,True,20231122,104.44999999999999,99.9,67.3,109.9,101.69999999999999,74.2,1.5,151.5,73.4,75.8,0.3888,64,95
401603135,True,20231122,111.85,94.19999999999999,68.35,104.55,97.1,71.25,-6.5,142.5,74.4,67.7,0.7265,61,69
401587160,False,20231122,103.65,96.8,69.15,99.9,106.5,72.8,-14.5,148.5,80.9,67.9,0.8603,76,60
401581173,False,20231122,95.4,102.2,67.45,97.55000000000001,104.15,68.0,-3.5,128.5,68.6,65.4,0.5989,69,68
401581800,True,20231122,111.1,96.9,71.7,112.8,95.55,71.8,3.5,156.5,75.4,77.3,0.4277,71,86
401593831,True,20231122,106.45,109.5,71.7,111.05000000000001,99.3,74.1,7.5,162.5,75.9,85.5,0.1951,90,56
401604310,True,20231122,101.8,98.35,71.25,105.80000000000001,97.15,66.30000000000001,4.0,136.5,66.5,70.0,0.3829,63,59
401583854,True,20231122,105.1,95.15,70.80000000000001,108.55,107.0,70.75,-3.0,150.5,77.3,72.0,0.6728,77,71
401581600,True,20231122,109.05,92.35,66.25,115.85,93.0,70.85,,,67.5,71.5,0.3402,65,69
401604309,True,20231123,106.19999999999999,105.5,67.25,108.2,101.55,74.30000000000001,5.5,155.5,74.1,77.8,0.3489,84,81
401581334,True,20231123,114.75,94.25,65.9,103.3,96.4,71.4,-7.5,136.5,73.8,64.8,0.7877,89,77
401581519,True,20231123,106.55000000000001,104.1,68.7,105.55,92.25,69.25,7.5,135.5,66.4,73.3,0.2737,70,72
401581585,True,20231123,106.75,101.6,69.05,105.19999999999999,99.75,69.5,-3.5,140.5,71.4,71.6,0.4968,71,68
401581520,True,20231123,114.3,93.9,71.6,115.25,95.30000000000001,66.5,-2.5,146.5,72.4,72.2,0.5177,81,83
401581165,True,20231123,105.65,97.05000000000001,70.35,110.69999999999999,94.25,68.9,6.5,138.5,68.2,73.3,0.3205,86,91
401586849,True,20231123,115.85,99.94999999999999,73.8,110.15,94.9,69.35,-1.5,158.5,77.3,76.9,0.54,67,79
401592391,True,20231123,111.8,91.6,65.9,116.65,92.1,74.2,5.5,145.5,71.0,73.8,0.3763,74,68
401581586,True,20231123,119.30000000000001,94.05,68.2,113.94999999999999,100.1,70.35,-7.5,153.5,78.4,71.0,0.7426,48,69
401581521,True,20231123,111.05,93.8,72.7,110.45,94.35,71.44999999999999,1.5,152.5,75.7,75.0,0.5297,84,79
401586850,True,20231123,112.5,94.3,69.95,108.6,95.85,68.6,-4.5,141.5,72.7,69.2,0.6326,71,63
401581335,True,20231123,103.1,95.85,68.05000000000001,109.30000000000001,89.65,69.44999999999999,10.5,130.5,62.9,71.0,0.2319,64,68
401581522,True,20231123,112.9,97.8,69.3,111.7,99.6,69.85,-2.5,148.5,75.0,73.0,0.5692,83,78
401581336,True,20231123,112.3,99.65,68.25,107.1,96.75,68.35,-1.5,140.5,71.2,69.6,0.5665,82,75
401582151,True,20231123,107.5,103.1,66.75,110.75,97.44999999999999,69.6,7.5,143.5,68.0,73.8,0.2954,78,84
401582152,True,20231123,102.9,95.35,69.6,112.65,93.25,69.55,11.5,141.5,65.9,73.7,0.2357,49,77
401581565,True,20231124,112.9,96.35,68.80000000000001,117.1,96.25,65.3,3.5,141.5,68.3,71.2,0.4003,96,89
401581518,True,20231124,95.95,106.8,67.4,106.65,100.2,67.95,9.5,133.5,62.3,73.6,0.1524,76,64
401582159,True,20231124,103.5,106.85,70.5,99.0,105.6,68.0,-1.5,140.5,73.0,70.8,0.5921,59,60
401577607,False,20231124,108.3,93.85,71.55,99.9,102.5,71.3,-17.5,147.5,82.6,66.8,0.9102,100,75
401581524,True,20231124,114.69999999999999,94.4,71.45,111.25,95.7,71.1,-2.5,152.5,77.0,73.9,0.6138,87,72
401592095,False,20231124,101.5,111.15,71.4,97.9,103.95,66.8,2.5,142.5,73.6,72.6,0.5475,62,77
401581090,False,20231124,112.05000000000001,103.0,68.69999999999999,98.05000000000001,113.7,66.75,-20.5,148.5,83.4,64.1,0.9483,71,56
401581567,True,20231124,107.9,99.1,70.55,105.30000000000001,98.44999999999999,71.1,-1.5,147.5,74.2,72.9,0.5503,88,78
401577660,True,20231124,105.95,103.95,67.05,99.75,102.0,70.5,-2.5,141.5,71.7,68.9,0.6065,59,67
401591370,False,20231124,118.0,91.45,67.75,94.4,106.9,69.2,-42.5,139.5,86.5,56.7,0.9886,90,60
401606613,False,20231124,108.5,89.7,69.6,100.4,107.5,68.75,-25.5,138.5,81.7,60.6,0.9567,74,61
401593934,True,20231124,103.05000000000001,104.25,70.6,107.30000000000001,105.4,71.35,1.5,153.5,74.9,77.0,0.416,75,86
401588594,False,20231124,99.3,107.25,68.80000000000001,98.15,115.4,73.15,-10.5,153.5,82.2,72.9,0.7741,92,74
401587216,False,20231124,102.7,104.65,69.95,96.25,103.80000000000001,69.4,-7.5,141.5,76.2,68.8,0.7479,77,85
401583855,True,20231124,109.4,107.4,70.25,111.15,104.5,72.2,2.5,164.5,77.8,80.8,0.3871,74,76
401581728,True,20231124,91.75,115.25,72.2,94.75,110.6,70.7,3.5,151.5,72.6,77.6,0.3265,73,88
401576636,True,20231124,97.65,108.1,72.35,90.9,111.85,72.9,-10.5,153.5,79.6,72.8,0.7386,68,83
401575762,True,20231124,98.4,107.30000000000001,70.25,104.85,106.4,72.9,6.5,155.5,73.9,78.7,0.3161,84,93
401581764,True,20231124,98.9,109.30000000000001,67.25,101.65,107.94999999999999,69.15,2.5,142.5,69.5,72.1,0.3953,68,67
401597906,False,20231124,102.05,104.25,67.5,93.15,108.9,71.5,-13.5,140.5,78.7,66.4,0.8523,84,82
401582119,True,20231124,110.69999999999999,97.4,71.94999999999999,102.30000000000001,102.85,66.44999999999999,,,75.9,66.8,0.8027,76,51
401586851,True,20231124,110.8,94.1,68.85,112.30000000000001,93.6,70.25,1.5,140.5,70.7,72.0,0.4485,70,72
401581523,True,20231124,115.75,95.6,66.1,112.35,94.6,72.30000000000001,,,73.3,71.6,0.5501,79,63
401575437,False,20231124,115.9,88.85,65.45,106.4,106.5,65.85,-25.5,132.5,78.7,57.0,0.9625,79,44
401599987,False,20231124,98.8,106.2,67.35,97.05000000000001,104.5,67.9,-3.5,130.5,70.3,67.1,0.6112,65,74
401597833,False,20231124,106.6,93.94999999999999,63.849999999999994,103.5,100.55,66.5,-9.5,122.5,69.0,58.9,0.8157,89,55
401580929,False,20231124,108.1,97.8,66.85,98.75,104.65,70.4,-16.5,141.5,78.5,63.9,0.8935,93,53
401579101,False,20231124,104.65,103.45,71.8,94.4,103.65,68.45,-11.5,141.5,78.4,67.7,0.8345,79,71
401593832,True,20231124,105.65,95.6,70.15,105.25,109.8,71.1,-9.5,151.5,79.2,69.8,0.7902,68,83
401594250,True,20231124,103.5,111.95,69.94999999999999,99.65,106.2,69.19999999999999,-1.5,148.5,73.4,74.5,0.4695,67,76
401581530,False,20231124,103.3,105.75,68.45,95.35,106.7,67.45,-12.5,133.5,75.0,65.9,0.7953,74,72
401577710,True,20231124,101.35,102.7,69.65,102.75,98.2,65.4,2.5,130.5,64.7,68.5,0.373,40,70
401594531,False,20231124,105.15,97.8,71.75,106.94999999999999,105.8,68.44999999999999,-8.5,145.5,78.7,70.6,0.7638,78,69
401591569,False,20231124,98.80000000000001,103.0,71.5,95.65,107.25,67.9,-9.5,141.5,75.9,67.5,0.7693,80,67
401582118,True,20231124,113.5,95.19999999999999,72.0,117.25,95.85,71.0,2.5,157.5,76.1,78.2,0.4236,91,95
401581566,True,20231124,113.05000000000001,99.94999999999999,68.9,109.94999999999999,90.9,68.75,,,68.9,72.7,0.3788,71,62
401576152,False,20231124,116.45,93.25,69.65,93.35,111.19999999999999,71.05,-36.5,146.5,91.1,60.1,0.9902,80,62
401586852,True,20231124,115.1,100.80000000000001,73.55000000000001,107.8,95.69999999999999,68.9,,,76.9,75.4,0.5794,85,72
401583738,True,20231124,105.05,106.55,68.1,92.95,115.3,68.05,,,77.9,64.3,0.8866,73,70
401581785,True,20231124,96.30000000000001,111.75,69.4,97.6,109.19999999999999,71.4,2.5,145.5,72.6,75.1,0.4048,83,65
401581525,True,20231124,105.75,93.2,69.0,114.0,98.6,69.15,,,69.7,71.7,0.4127,73,57
401603093,True,20231124,111.4,98.15,73.9,103.8,104.85,70.45,-9.5,158.5,82.2,72.9,0.8042,71,90
401581847,False,20231124,116.05000000000001,96.5,69.65,101.85,101.45,73.45,-18.5,157.5,86.6,69.1,0.9297,118,82
401577636,True,20231124,111.85,97.65,67.19999999999999,117.45,93.3,72.45,7.5,152.5,70.7,77.2,0.2704,92,81
401608089,True,20231124,100.35,107.65,70.9,101.9,102.45,71.15,4.5,150.5,72.1,76.5,0.3458,72,65
401604370,True,20231124,97.25,105.15,70.0,93.19999999999999,109.25,71.30000000000001,-8.5,141.5,74.6,69.3,0.6867,82,71
401581159,False,20231124,108.75,94.1,68.55000000000001,99.4,106.0,72.0,-19.5,144.5,82.8,64.6,0.9332,78,64
401581075,True,20231124,107.85,103.05,69.05000000000001,101.45,104.2,73.0,-4.5,153.5,77.8,72.7,0.6748,94,99
401577532,False,20231124,110.2,99.35,64.05,103.15,107.9,71.05000000000001,-13.5,139.5,78.9,65.0,0.8805,77,69
401574608,False,20231124,96.55000000000001,106.45,71.05000000000001,99.0,106.30000000000001,70.85,1.5,138.5,75.6,73.6,0.549,80,83
401604297,True,20231124,96.5,108.05000000000001,73.5,103.69999999999999,99.35,69.4,11.5,149.5,68.7,79.1,0.1818,76,57
401603541,False,20231124,105.4,97.05000000000001,67.5,94.9,115.69999999999999,74.05000000000001,-27.5,149.5,87.1,64.4,0.9618,92,65
401584340,False,20231124,108.45,97.85,69.45,100.1,111.95,69.1,-20.5,146.5,83.4,65.1,0.9362,75,63
401583762,False,20231124,112.8,96.95,68.25,101.4,110.85,70.4,-22.5,148.5,85.5,65.1,0.9528,90,69
401582154,True,20231124,101.80000000000001,96.0,69.2,107.35,103.0,68.35,,,69.9,69.0,0.5184,82,67
401581568,True,20231124,107.30000000000001,97.4,69.19999999999999,104.25,96.4,67.25,,,68.5,67.2,0.5591,65,61
401581526,True,20231124,107.7,104.55000000000001,68.25,112.35,100.6,69.80000000000001,,,71.0,76.6,0.2997,73,51
401584514,False,20231124,109.05000000000001,92.9,70.80000000000001,94.4,109.2,69.05,-26.5,140.5,84.6,60.4,0.9732,84,52
401579113,True,20231124,104.7,100.4,70.85,111.65,95.05,69.4,5.5,144.5,68.5,76.6,0.2354,82,88
401594093,False,20231124,97.5,109.85,71.9,89.8,113.85,67.0,-13.5,139.5,78.1,67.7,0.8218,84,48
401582153,True,20231124,113.44999999999999,92.19999999999999,69.15,110.5,97.3,71.69999999999999,,,76.0,70.8,0.6745,95,86
401604298,True,20231124,100.65,105.4,70.25,106.65,107.75,70.35,3.5,152.5,73.7,76.2,0.3999,57,71
401603091,True,20231125,96.55,107.55,67.0,98.25,101.0,71.35,,,66.4,71.7,0.3072,83,93
401582162,True,20231125,100.94999999999999,107.7,69.05000000000001,102.05000000000001,106.15,69.7,,,71.7,73.4,0.435,77,91
401594505,False,20231125,109.80000000000001,100.0,66.7,95.9,106.80000000000001,68.0,-19.5,138.5,78.4,61.4,0.9281,78,70
401575484,False,20231125,106.4,105.75,69.5,98.45,105.7,71.8,-10.5,150.5,80.9,71.8,0.7882,88,81
401589464,False,20231125,95.65,105.65,63.45,94.15,112.4,70.4,-8.5,128.5,71.9,63.9,0.7416,64,51
401584371,False,20231125,111.1,97.65,67.1,89.25,106.5,71.75,-26.5,138.5,83.9,59.9,0.9724,99,62
401583787,True,20231125,95.15,103.95,68.25,96.1,111.2,70.2,-7.5,139.5,71.9,67.9,0.6341,66,60
401579034,True,20231125,102.19999999999999,108.7,69.35,101.8,109.45,71.85,-2.5,155.5,76.3,75.5,0.5222,71,69
401577565,False,20231125,98.85,106.0,71.65,101.4,106.0,66.05000000000001,1.5,138.5,72.6,71.0,0.561,75,56
401603087,True,20231125,107.1,103.15,69.55,100.4,99.1,64.8,,,68.0,66.2,0.5894,68,80
401582163,True,20231125,98.9,108.65,67.25,98.35,104.35,67.55,,,66.5,68.9,0.4158,72,66
401608092,True,20231125,100.7,101.0,72.65,99.30000000000001,104.85,69.94999999999999,-5.5,146.5,74.9,71.6,0.6269,85,77
401587217,True,20231125,92.85,108.65,73.15,97.2,103.3,69.4,6.5,141.5,69.2,75.6,0.2872,93,74
